Scenario_ID,Probability,Hour,Wind_MW,DA_Price,SI_State,Bal_Price
2,0.0006569321269670631,12,362.8715,50.759998,1,63.4499975
2,0.0006569321269670631,13,364.218,39.34,0,33.439
2,0.0006569321269670631,14,358.007,37.34,0,31.739
2,0.0006569321269670631,15,346.5025,45.040001,1,56.300001249999994
2,0.0006569321269670631,16,337.559,49.950001,0,42.45750085
2,0.0006569321269670631,17,327.825,50.799999,0,43.17999915
2,0.0006569321269670631,18,321.252,54.209999,0,46.07849915
2,0.0006569321269670631,19,318.9015,53.32,0,45.321999999999996
2,0.0006569321269670631,20,319.546,50.09,1,62.612500000000004
2,0.0006569321269670631,21,298.566,42.18,0,35.853
2,0.0006569321269670631,22,275.65250000000003,40.040001,1,50.050001249999994
2,0.0006569321269670631,23,252.5675,42.009998,0,35.7084983
2,0.0006569321269670631,24,228.775,38.529999,1,48.16249875
3,0.0006569321269670631,1,335.56550000000004,28.610001,1,35.76250125
3,0.0006569321269670631,2,318.69750000000005,25.17,0,21.3945
3,0.0006569321269670631,3,307.8345,20.639999,1,25.79999875
3,0.0006569321269670631,4,304.031,18.82,1,23.525
3,0.0006569321269670631,5,304.61650000000003,17.85,1,22.3125
3,0.0006569321269670631,6,300.488,19.549999,1,24.43749875
3,0.0006569321269670631,7,294.9375,25.5,1,31.875
3,0.0006569321269670631,8,301.6575,38.73,1,48.412499999999994
3,0.0006569321269670631,9,319.322,50.07,0,42.5595
3,0.0006569321269670631,10,343.2035,49.540001,0,42.109000849999994
3,0.0006569321269670631,11,359.894,50.099998,0,42.584998299999995
3,0.0006569321269670631,12,362.8715,50.759998,0,43.1459983
3,0.0006569321269670631,13,364.218,39.34,0,33.439
3,0.0006569321269670631,14,358.007,37.34,0,31.739
3,0.0006569321269670631,15,346.5025,45.040001,1,56.300001249999994
3,0.0006569321269670631,16,337.559,49.950001,0,42.45750085
3,0.0006569321269670631,17,327.825,50.799999,0,43.17999915
